Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
สนามกีฬาในร่ม	กีฬาในร่มที่ให้บริการ ได้แก่ บาสเกตบอล วอลเลย์บอล และ แบตมินตัน	Editorial	system_metadata_qna_edited_manually:true|category:sport	[]	False	[{"DisplayOrder":0,"QnaId":107,"Qna":null,"DisplayText":"สนามบาสเกตบอล (Basketball)"},{"DisplayOrder":1,"QnaId":108,"Qna":null,"DisplayText":"สนามวอลเลย์บอล (Volleyball)"},{"DisplayOrder":2,"QnaId":109,"Qna":null,"DisplayText":"สนามแบตมินตัน (Badminton)"},{"DisplayOrder":3,"QnaId":110,"Qna":null,"DisplayText":"สนามกีฬาอเนกประสงค์ (Multipurpose Sports Court)"}]	105
สนามกีฬากลางแจ้ง (Outdoor Courts)	กีฬากลางแจ้งที่เปิดให้บริการ ได้แก่ สนามฟุตบอลหญ้าเทียม และสนามเทนนิส	Editorial	system_metadata_qna_edited_manually:true|category:sport	[]	False	[{"DisplayOrder":0,"QnaId":111,"Qna":null,"DisplayText":"สนามฟุตบอลหญ้าเทียม (Artificial Turf Football Field)"},{"DisplayOrder":0,"QnaId":112,"Qna":null,"DisplayText":"สนามเทนนิส (Tennis Court)"}]	106
สนามกีฬานอกร่ม	กีฬากลางแจ้งที่เปิดให้บริการ ได้แก่ สนามฟุตบอลหญ้าเทียม และสนามเทนนิส	Editorial	system_metadata_qna_edited_manually:true|category:sport	[]	False	[{"DisplayOrder":0,"QnaId":111,"Qna":null,"DisplayText":"สนามฟุตบอลหญ้าเทียม (Artificial Turf Football Field)"},{"DisplayOrder":0,"QnaId":112,"Qna":null,"DisplayText":"สนามเทนนิส (Tennis Court)"}]	106
สนามกีฬากลางแจ้ง	กีฬากลางแจ้งที่เปิดให้บริการ ได้แก่ สนามฟุตบอลหญ้าเทียม และสนามเทนนิส	Editorial	system_metadata_qna_edited_manually:true|category:sport	[]	False	[{"DisplayOrder":0,"QnaId":111,"Qna":null,"DisplayText":"สนามฟุตบอลหญ้าเทียม (Artificial Turf Football Field)"},{"DisplayOrder":0,"QnaId":112,"Qna":null,"DisplayText":"สนามเทนนิส (Tennis Court)"}]	106
สนามบาสเกตบอล (Basketball)	สนามบาสเกตบอลเปิดให้บริการทุกวัน เวลา 15.00 – 21.00 น.\n\n**หมายเหตุ: เวลานี้เป็นโดยประมาณ อาจมีการเปลี่ยนแปลงได้ ควรตรวจสอบประกาศล่าสุดที่เพจ PSU Sports Complex ก่อนใช้งานครับ	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	107
สนามบาส	สนามบาสเกตบอลเปิดให้บริการทุกวัน เวลา 15.00 – 21.00 น.\n\n**หมายเหตุ: เวลานี้เป็นโดยประมาณ อาจมีการเปลี่ยนแปลงได้ ควรตรวจสอบประกาศล่าสุดที่เพจ PSU Sports Complex ก่อนใช้งานครับ	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	107
สนามวอลเลย์บอล (Volleyball)	สนามวอลเลย์บอลเปิดให้บริการทุกวัน เวลา 15.00 – 21.00 น.\n\n**หมายเหตุ: เวลานี้เป็นโดยประมาณ อาจมีการเปลี่ยนแปลงได้ ควรตรวจสอบประกาศล่าสุดที่เพจ PSU Sports Complex ก่อนใช้งานครับ	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	108
สนามวอลเล่	สนามวอลเลย์บอลเปิดให้บริการทุกวัน เวลา 15.00 – 21.00 น.\n\n**หมายเหตุ: เวลานี้เป็นโดยประมาณ อาจมีการเปลี่ยนแปลงได้ ควรตรวจสอบประกาศล่าสุดที่เพจ PSU Sports Complex ก่อนใช้งานครับ	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	108
สนามแบตมินตัน (Badminton)	สนามแบตมินตันเปิดให้บริการทุกวัน เวลา 15.00 - 21.00 น. \n\n**หมายเหตุ: เวลานี้เป็นโดยประมาณ อาจมีการเปลี่ยนแปลงได้ ควรตรวจสอบประกาศล่าสุดที่เพจ PSU Sports Complex ก่อนใช้งานครับ	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	109
สนามเเบต	สนามแบตมินตันเปิดให้บริการทุกวัน เวลา 15.00 - 21.00 น. \n\n**หมายเหตุ: เวลานี้เป็นโดยประมาณ อาจมีการเปลี่ยนแปลงได้ ควรตรวจสอบประกาศล่าสุดที่เพจ PSU Sports Complex ก่อนใช้งานครับ	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	109
สนามแบต	สนามแบตมินตันเปิดให้บริการทุกวัน เวลา 15.00 - 21.00 น. \n\n**หมายเหตุ: เวลานี้เป็นโดยประมาณ อาจมีการเปลี่ยนแปลงได้ ควรตรวจสอบประกาศล่าสุดที่เพจ PSU Sports Complex ก่อนใช้งานครับ	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	109
สนามกีฬาอเนกประสงค์ (Multipurpose Sports Court)	สนามกีฬาอเนกประสงค์เปิดให้บริการทุกวัน เวลา 15.00 - 21.00 น. \n\n**หมายเหตุ: เวลานี้เป็นโดยประมาณ อาจมีการเปลี่ยนแปลงได้ ควรตรวจสอบประกาศล่าสุดที่เพจ PSU Sports Complex ก่อนใช้งานครับ	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	110
สนามฟุตซอล	สนามกีฬาอเนกประสงค์เปิดให้บริการทุกวัน เวลา 15.00 - 21.00 น. \n\n**หมายเหตุ: เวลานี้เป็นโดยประมาณ อาจมีการเปลี่ยนแปลงได้ ควรตรวจสอบประกาศล่าสุดที่เพจ PSU Sports Complex ก่อนใช้งานครับ	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	110
สนามฟุตบอลหญ้าเทียม (Artificial Turf Football Field)	สนามฟุตบอลหญ้าเทียมเปิดบริการทุกวันเวลา 15.00 - 21.00 น. \n\n**หมายเหตุ: เวลานี้เป็นโดยประมาณ อาจมีการเปลี่ยนแปลงได้ ควรตรวจสอบประกาศล่าสุดที่เพจ PSU Sports Complex ก่อนใช้งานครับ	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	111
สนามหญ้าเทียม	สนามฟุตบอลหญ้าเทียมเปิดบริการทุกวันเวลา 15.00 - 21.00 น. \n\n**หมายเหตุ: เวลานี้เป็นโดยประมาณ อาจมีการเปลี่ยนแปลงได้ ควรตรวจสอบประกาศล่าสุดที่เพจ PSU Sports Complex ก่อนใช้งานครับ	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	111
สนามเทนนิส (Tennis Court)	สนามเทนนิสเปิดให้บริการทุกวันตั้งเเต่เวลา 6.00 - 21.00 น.\n\n**หมายเหตุ: เวลานี้เป็นโดยประมาณ อาจมีการเปลี่ยนแปลงได้ ควรตรวจสอบประกาศล่าสุดที่เพจ PSU Sports Complex ก่อนใช้งานครับ	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	112
สนามเทนนิส	สนามเทนนิสเปิดให้บริการทุกวันตั้งเเต่เวลา 6.00 - 21.00 น.\n\n**หมายเหตุ: เวลานี้เป็นโดยประมาณ อาจมีการเปลี่ยนแปลงได้ ควรตรวจสอบประกาศล่าสุดที่เพจ PSU Sports Complex ก่อนใช้งานครับ	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	112
การนำทาง	ม.อ. มีหลายคณะและตึกเรียนครับ บางสถานที่หาได้ใน Google Maps เช่น คณะต่างๆ หรือห้องสมุด\nแต่ถ้าเป็นจุดย่อยๆ ที่ไม่มีในแผนที่ สามารถถามผมได้เลยนะครับ\nคุณอยากดูข้อมูลของที่ไหนครับ?	Editorial	system_metadata_qna_edited_manually:true|navigation:navigater	[]	False	[{"DisplayOrder":0,"QnaId":114,"Qna":null,"DisplayText":"คณะ"},{"DisplayOrder":0,"QnaId":115,"Qna":null,"DisplayText":"สำนัก (Institutes / Offices)"}]	113
คณะ (Faculty)	มหาวิทยาลัยสงขลานครินทร์มีคณะต่างๆ ครอบคลุมหลายสาขาวิชา ไม่ว่าจะเป็นสายวิทยาศาสตร์ สุขภาพ สังคมศาสตร์ มนุษยศาสตร์ และบริหาร \nหากต้องการดูตำแหน่งอาคารหรือสถานที่ย่อยของแต่ละคณะ สามารถเข้าไปดูเพิ่มเติมได้ที่เว็บไซต์ทางการของคณะนั้น ๆ ได้เลยครับ\nคุณอยากดูข้อมูลของคณะไหนครับ?	Editorial	system_metadata_qna_edited_manually:true|navigation:faculty	[{"clusterHead":"คณะวิศวะ","totalAutoSuggestedCount":1,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"คณะวิศวะ","autoSuggestedCount":1,"userSuggestedCount":0}]},{"clusterHead":"มหาวิทยาลัยมีคณะอะไรบ้าง","totalAutoSuggestedCount":1,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"มหาวิทยาลัยมีคณะอะไรบ้าง","autoSuggestedCount":1,"userSuggestedCount":0}]},{"clusterHead":"ข้อมูลคณะ","totalAutoSuggestedCount":5,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"ข้อมูลคณะ","autoSuggestedCount":5,"userSuggestedCount":0}]},{"clusterHead":"คณะ","totalAutoSuggestedCount":2,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"คณะ","autoSuggestedCount":2,"userSuggestedCount":0}]},{"clusterHead":"มหาวิทยาลัยมีกี่คณะ","totalAutoSuggestedCount":1,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"มหาวิทยาลัยมีกี่คณะ","autoSuggestedCount":1,"userSuggestedCount":0}]}]	False	[{"DisplayOrder":0,"QnaId":116,"Qna":null,"DisplayText":"คณะการจัดการสิ่งแวดล้อม"},{"DisplayOrder":1,"QnaId":4,"Qna":null,"DisplayText":"คณะวิศวกรรมศาสตร์"},{"DisplayOrder":2,"QnaId":118,"Qna":null,"DisplayText":"คณะการแพทย์แผนไทย"},{"DisplayOrder":3,"QnaId":119,"Qna":null,"DisplayText":"คณะทรัพยากรธรรมชาติ"},{"DisplayOrder":4,"QnaId":120,"Qna":null,"DisplayText":"คณะนิติศาสตร์"},{"DisplayOrder":5,"QnaId":121,"Qna":null,"DisplayText":"คณะพยาบาลศาสตร์"},{"DisplayOrder":6,"QnaId":122,"Qna":null,"DisplayText":"คณะวิทยาการจัดการ"},{"DisplayOrder":7,"QnaId":123,"Qna":null,"DisplayText":"คณะวิทยาศาสตร์"},{"DisplayOrder":8,"QnaId":124,"Qna":null,"DisplayText":"คณะศิลปศาสตร์"},{"DisplayOrder":9,"QnaId":125,"Qna":null,"DisplayText":"คณะสัตวแพทยศาสตร์"},{"DisplayOrder":10,"QnaId":126,"Qna":null,"DisplayText":"คณะอุตสาหกรรมเกษตร"}]	114
สำนัก (Institutes / Offices)	มหาวิทยาลัยมีหน่วยงานและสำนักต่างๆ ที่ช่วยสนับสนุนการเรียน การวิจัย และการพัฒนา\nคุณอยากดูข้อมูลของสำนักไหนครับ?	Editorial	system_metadata_qna_edited_manually:true|navigation:office	[]	False	[{"DisplayOrder":0,"QnaId":127,"Qna":null,"DisplayText":"in progess "}]	115
คณะการจัดการสิ่งแวดล้อม	คณะการจัดการสิ่งเเวดล้อมตั้งอยู่ข้างตึก BSc หรือ หอสมุดคุณหญิงหลง อยู่ด้านหลังตึกฟักทองของคณะวิทยาศาสตร์\nสามารถเข้าไปดู Website, Facebook เเละตำเเหน่งที่ตั้งในแผนที่ของคณะได้ที่นี่: \n[Website คณะ](https://sites.google.com/psu.ac.th/envipsu)\n[Facebook](https://www.facebook.com/PSU.Envi/)\n[แผนที่คณะการจัดการสิ่งเเวดล้อม](https://maps.app.goo.gl/yW1inRNgyWao4zy76)	Editorial	system_metadata_qna_edited_manually:true|navigation:faculty	[]	False	[]	116
การจัดการสิ่งแวดล้อม	คณะการจัดการสิ่งเเวดล้อมตั้งอยู่ข้างตึก BSc หรือ หอสมุดคุณหญิงหลง อยู่ด้านหลังตึกฟักทองของคณะวิทยาศาสตร์\nสามารถเข้าไปดู Website, Facebook เเละตำเเหน่งที่ตั้งในแผนที่ของคณะได้ที่นี่: \n[Website คณะ](https://sites.google.com/psu.ac.th/envipsu)\n[Facebook](https://www.facebook.com/PSU.Envi/)\n[แผนที่คณะการจัดการสิ่งเเวดล้อม](https://maps.app.goo.gl/yW1inRNgyWao4zy76)	Editorial	system_metadata_qna_edited_manually:true|navigation:faculty	[]	False	[]	116
การบริหารและการจัดการ	หมวดการบริหารและการจัดการ ประกอบด้วย 2 คณะ ดังนี้:\n- คณะวิทยาการจัดการ\n- คณะเศรษฐศาสตร์ 	Editorial	system_metadata_qna_edited_manually:true|navigation:faculty	[{"clusterHead":"คณะวิทยาการจัดการ","totalAutoSuggestedCount":2,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"คณะวิทยาการจัดการ","autoSuggestedCount":2,"userSuggestedCount":0}]}]	False	[]	117
คณะการแพทย์แผนไทย	คณะการแพทย์แผนไทยตั้งอยู่ใกล้ถนนปุณณกัณฑ์ อยู่ใกล้กับวงเวียนใหญ่ที่ติดกับประตู 109 \nสามารถเข้าไปดู Website, Facebook เเละตำเเหน่งที่ตั้งในแผนที่ของคณะได้ที่นี่: \n[Website คณะ](https://www.ttmed.psu.ac.th/th/)\n[Facebook](https://www.facebook.com/ttmedpsu.official/?locale=th_TH)\n[แผนที่คณะ](https://maps.app.goo.gl/xV31kvKo9F4Ym6p18)	Editorial	system_metadata_qna_edited_manually:true|navigation:faculty	[]	False	[]	118
คณะทรัพยากรธรรมชาติ	คณะทรัพยากรธรรมชาติตั้งอยู่ด้านหลังของตึก BSC ใกล้กับวงเวียนใหญ่ตรงประตู 109\nสามารถเข้าไปดู Website, Facebook เเละตำเเหน่งที่ตั้งในแผนที่ของคณะได้ที่นี่: \n[Website คณะ](https://natres.psu.ac.th/main/?page_id=863)\n[Facebook](https://www.facebook.com/natural.psu/?locale=th_TH)\n[แผนที่คณะ](https://maps.app.goo.gl/FD2rA5HZdRoDpfn28)	Editorial	system_metadata_qna_edited_manually:true|navigation:faculty	[{"clusterHead":"ข้อมูลคณะ","totalAutoSuggestedCount":5,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"ข้อมูลคณะ","autoSuggestedCount":5,"userSuggestedCount":0}]},{"clusterHead":"คณะ","totalAutoSuggestedCount":2,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"คณะ","autoSuggestedCount":2,"userSuggestedCount":0}]}]	False	[]	119
คณะนิติศาสตร์	คณะนิติศาสตร์อยู่ระหว่างคณะศิลปศาสตร์เเละคณะเศรษฐศาสตร์ ใกล้กับสนามฟุตบอลใหญ่ของมหาวิทยาลัย\nสามารถเข้าไปดู Website, Facebook เเละตำเเหน่งที่ตั้งในแผนที่ ของคณะได้ที่นี่: \n[Website คณะ](https://law.psu.ac.th/)\n[Facebook](https://www.facebook.com/psulaw.official/?locale=th_TH)\n[แผนที่คณะ](https://maps.app.goo.gl/kYvuQLDHWvkxPosf7)	Editorial	system_metadata_qna_edited_manually:true|navigation:faculty	[]	False	[]	120
คณะพยาบาลศาสตร์	คณะพยาบาลศาสตร์อยู่ด้านหลังของโรงพยาบาลสงขลานครินทร์ ใกล้กับหอสมุดคุณหญิงหลง\nสามารถเข้าไปดู Website, Facebook เเละตำเเหน่งที่ตั้งในแผนที่ ของคณะได้ที่นี่: \n[Website คณะ](https://www.nur.psu.ac.th/nur/index.aspx)\n[Facebook](https://www.facebook.com/psu.nur/?locale=th_TH)\n[แผนที่คณะ](https://maps.app.goo.gl/esEpkYrxTgSRXYUXA)	Editorial	system_metadata_qna_edited_manually:true|navigation:faculty	[]	False	[]	121
คณะวิทยาการจัดการ	คณะวิทยาการจัดการตั้งอยู่ระหว่างโรงช้างเเละคณะศิลปศาสตร์\nสามารถเข้าไปดู Website, Facebook เเละตำเเหน่งที่ตั้งในแผนที่ ของคณะได้ที่นี่: \n[Website คณะ](https://www.fms.psu.ac.th/)\n[Facebook](https://www.facebook.com/fmspsu/?locale=th_TH)\n[แผนที่คณะ](https://maps.app.goo.gl/5R5uSvQcWLoinRQi9)	Editorial	system_metadata_qna_edited_manually:true|navigation:faculty	[{"clusterHead":"โรงช้าง","totalAutoSuggestedCount":1,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"โรงช้าง","autoSuggestedCount":1,"userSuggestedCount":0}]},{"clusterHead":"คณะวิศวะ","totalAutoSuggestedCount":1,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"คณะวิศวะ","autoSuggestedCount":1,"userSuggestedCount":0}]},{"clusterHead":"คณะ","totalAutoSuggestedCount":2,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"คณะ","autoSuggestedCount":2,"userSuggestedCount":0}]},{"clusterHead":"คณะวิทยาการจัดการอยู่ตรงไหน","totalAutoSuggestedCount":1,"totalUserSuggestedCount":1,"alternateQuestionList":[{"question":"คณะวิทยาการจัดการอยู่ตรงไหน","autoSuggestedCount":1,"userSuggestedCount":1}]}]	False	[]	122
คณะวิทยาศาสตร์	คณะวิทยาศาสตร์อยู่ตรงข้ามกับธนาคารไทยพาณิชย์\nสามารถเข้าไปดู Website, Facebook เเละตำเเหน่งที่ตั้งในแผนที่ ของคณะได้ที่นี่: \n[Website คณะ](https://www.sci.psu.ac.th/)\n[Facebook](https://www.facebook.com/PsuSci/?locale=th_TH)\n[แผนที่คณะ](https://maps.app.goo.gl/VUid8EF8QYyzND187)	Editorial	navigation: faculty	[{"clusterHead":"คณะวิศวะ","totalAutoSuggestedCount":1,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"คณะวิศวะ","autoSuggestedCount":1,"userSuggestedCount":0}]},{"clusterHead":"มหาวิทยาลัยมีคณะอะไรบ้าง","totalAutoSuggestedCount":1,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"มหาวิทยาลัยมีคณะอะไรบ้าง","autoSuggestedCount":1,"userSuggestedCount":0}]},{"clusterHead":"ข้อมูลคณะ","totalAutoSuggestedCount":1,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"ข้อมูลคณะ","autoSuggestedCount":1,"userSuggestedCount":0}]}]	False	[]	123
คณะศิลปศาสตร์	คณะศิลปศาสตร์ตั้งอยู่ตรงวงเวียนใกล้กับลานพระบิดา เเละอยู่ระหว่างคณะวิทยาการจัดการเเละคณะเศรษฐศาสตร์\nสามารถเข้าไปดู Website, Facebook เเละตำเเหน่งที่ตั้งในแผนที่ ของคณะได้ที่นี่: \n[Website คณะ](https://www.libarts.psu.ac.th/)\n[Facebook](https://www.facebook.com/LiberalArts.PSU/?locale=th_TH)\n[แผนที่คณะ](https://maps.app.goo.gl/rZFSe4UjHrUUr3sFA)\n	Editorial	system_metadata_qna_edited_manually:true|navigation:faculty	[{"clusterHead":"คณะวิทยาการจัดการ","totalAutoSuggestedCount":2,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"คณะวิทยาการจัดการ","autoSuggestedCount":2,"userSuggestedCount":0}]}]	False	[]	124
คณะสัตวแพทยศาสตร์	คณะสัตวแพทยศาสตร์อยู่ใกล้กับวงเวียนประตู 109 และอยู่ตรงข้ามศูนย์อาหารศรีตรัง\nสามารถเข้าไปดู Website, Facebook เเละตำเเหน่งที่ตั้งในแผนที่ ของคณะได้ที่นี่: \n[Website คณะ](https://vet.psu.ac.th/main/)\n[Facebook](https://www.facebook.com/vetpsu.hdy/?locale=th_TH)\n[แผนที่คณะ](https://maps.app.goo.gl/DUZZbeqKCEg6fAbK9)	Editorial	system_metadata_qna_edited_manually:true|navigation:faculty	[]	False	[]	125
คณะอุตสาหกรรมเกษตร	คณะอุตสาหกรรมเกษตรอยู่ใกล้วงเวียนประตู 109 และคณะวิศวกรรมศาสตร์\nสามารถเข้าไปดู Website, Facebook เเละตำเเหน่งที่ตั้งในแผนที่ ของคณะได้ที่นี่: \n[Website คณะ](https://agro.psu.ac.th/agro6-en/)\n[Facebook](https://www.facebook.com/AgroPSU/?locale=th_TH)\n[แผนที่คณะ](https://maps.app.goo.gl/Ei3fk4zSGBtPr4Ev8)	Editorial	system_metadata_qna_edited_manually:true|navigation:faculty	[]	False	[]	126
Details To Be Added	ข้อมูลส่วนนี้กำลังอยู่ระหว่างการจัดทำ หากต้องการรายละเอียดเพิ่มเติมสามารถดูได้จากเว็บไซต์ทางการของมหาวิทยาลัย\n[Website มหาวิทยาลัย](https://psu.ac.th/)	Editorial	system_metadata_qna_edited_manually:true|navigation:office	[]	False	[]	127
Welcome	👋 สวัสดีครับ! ยินดีต้อนรับสู่ PSU Chatbot	Editorial	system_metadata_qna_edited_manually:true|category:welcome	[{"clusterHead":"👋 สวัสดีครับ ยินดีต้อนรับสู่ PSU Chatbot!\nคุณอยากดูข้อมูลเรื่องไหนครับ?\n\n- 📚 การเรียนและวิชาการ\n- 🏫 ข้อมูลคณะ\n- 💪 สิ่งอำนวยความสะดวก\n- ☎️ การติดต่อหน่วยงาน","totalAutoSuggestedCount":9,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"👋 สวัสดีครับ ยินดีต้อนรับสู่ PSU Chatbot!\nคุณอยากดูข้อมูลเรื่องไหนครับ?\n\n- 📚 การเรียนและวิชาการ\n- 🏫 ข้อมูลคณะ\n- 💪 สิ่งอำนวยความสะดวก\n- ☎️ การติดต่อหน่วยงาน","autoSuggestedCount":9,"userSuggestedCount":0}]}]	False	[]	128
Hi	👋 สวัสดีครับ! ยินดีต้อนรับสู่ PSU Chatbot	Editorial	system_metadata_qna_edited_manually:true|category:welcome	[{"clusterHead":"👋 สวัสดีครับ ยินดีต้อนรับสู่ PSU Chatbot!\nคุณอยากดูข้อมูลเรื่องไหนครับ?\n\n- 📚 การเรียนและวิชาการ\n- 🏫 ข้อมูลคณะ\n- 💪 สิ่งอำนวยความสะดวก\n- ☎️ การติดต่อหน่วยงาน","totalAutoSuggestedCount":9,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"👋 สวัสดีครับ ยินดีต้อนรับสู่ PSU Chatbot!\nคุณอยากดูข้อมูลเรื่องไหนครับ?\n\n- 📚 การเรียนและวิชาการ\n- 🏫 ข้อมูลคณะ\n- 💪 สิ่งอำนวยความสะดวก\n- ☎️ การติดต่อหน่วยงาน","autoSuggestedCount":9,"userSuggestedCount":0}]}]	False	[]	128
Hello	👋 สวัสดีครับ! ยินดีต้อนรับสู่ PSU Chatbot	Editorial	system_metadata_qna_edited_manually:true|category:welcome	[{"clusterHead":"👋 สวัสดีครับ ยินดีต้อนรับสู่ PSU Chatbot!\nคุณอยากดูข้อมูลเรื่องไหนครับ?\n\n- 📚 การเรียนและวิชาการ\n- 🏫 ข้อมูลคณะ\n- 💪 สิ่งอำนวยความสะดวก\n- ☎️ การติดต่อหน่วยงาน","totalAutoSuggestedCount":9,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"👋 สวัสดีครับ ยินดีต้อนรับสู่ PSU Chatbot!\nคุณอยากดูข้อมูลเรื่องไหนครับ?\n\n- 📚 การเรียนและวิชาการ\n- 🏫 ข้อมูลคณะ\n- 💪 สิ่งอำนวยความสะดวก\n- ☎️ การติดต่อหน่วยงาน","autoSuggestedCount":9,"userSuggestedCount":0}]}]	False	[]	128
สวัสดี	👋 สวัสดีครับ! ยินดีต้อนรับสู่ PSU Chatbot	Editorial	system_metadata_qna_edited_manually:true|category:welcome	[{"clusterHead":"👋 สวัสดีครับ ยินดีต้อนรับสู่ PSU Chatbot!\nคุณอยากดูข้อมูลเรื่องไหนครับ?\n\n- 📚 การเรียนและวิชาการ\n- 🏫 ข้อมูลคณะ\n- 💪 สิ่งอำนวยความสะดวก\n- ☎️ การติดต่อหน่วยงาน","totalAutoSuggestedCount":9,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"👋 สวัสดีครับ ยินดีต้อนรับสู่ PSU Chatbot!\nคุณอยากดูข้อมูลเรื่องไหนครับ?\n\n- 📚 การเรียนและวิชาการ\n- 🏫 ข้อมูลคณะ\n- 💪 สิ่งอำนวยความสะดวก\n- ☎️ การติดต่อหน่วยงาน","autoSuggestedCount":9,"userSuggestedCount":0}]}]	False	[]	128
การเรียนและวิชาการ	ข้อมูลด้านการเรียนของมหาวิทยาลัยมีหลายส่วนครับ เช่น วันเปิด-ปิดภาคเรียน วันลงทะเบียน การถอนรายวิชา และวันสอบ\nคุณสนใจข้อมูลด้านไหนครับ?"	Editorial	system_metadata_qna_edited_manually:true	[{"clusterHead":"ตารางเรียน","totalAutoSuggestedCount":1,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"ตารางเรียน","autoSuggestedCount":1,"userSuggestedCount":0}]}]	False	[{"DisplayOrder":0,"QnaId":130,"Qna":null,"DisplayText":"วันเปิด-ปิดภาคเรียน"},{"DisplayOrder":0,"QnaId":90,"Qna":null,"DisplayText":"วันลงทะเบียนเรียน"},{"DisplayOrder":0,"QnaId":91,"Qna":null,"DisplayText":"การเพิ่ม-ถอนรายวิชา"},{"DisplayOrder":1,"QnaId":131,"Qna":null,"DisplayText":"วันสอบ"}]	129
วันเปิด-ปิดภาคเรียน	สำหรับวันเปิดภาคเรียนภาคการศึกษาที่ 2568 จะเริ่มเรียนในวันที่ 23 มิถุนายน พ.ศ. 2568 \nและสำหรับการปิดภาคเรียนของภาคการศึกษาที่ 2568 เป็นดังนี้ครับ:\n- ภาคการศึกษาที่ 1 จะปิดภาคการศึกษาตั้งแต่วันที่ 27 ตุลาคม 2568 \n- ภาคการศึกษาที่ 2 จะปิดภาคการศึกษาตั้งแต่วันที่ 21 มีนาคม 2569 \n- ภาคฤดูร้อนจะปิดตั้งแต่วันที่ 7 มิถุนายน 2569\nสามารถเข้าดูปฏิทินการศึกษาฉบับเต็มได้ที่: https://reg.psu.ac.th/calendar_education/\n	Editorial		[{"clusterHead":"การศึกษา","totalAutoSuggestedCount":1,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"การศึกษา","autoSuggestedCount":1,"userSuggestedCount":0}]}]	False	[]	130
วันสอบ	ช่วงเวลาสอบกลางภาคของภาคการศึกษาที่ 1/2568 จะเริ่มตั้งเเต่วันที่ 16 – 24 สิงหาคม 2568 \n\nช่วงเวลาสอบปลายภาคของภาคการศึกษาที่ 1/2568 จะเริ่มตั้งเเต่ 11 – 24 ตุลาคม 2568\n\n[สามารถดูตารางสอบได้ที่นี่](https://sis.psu.ac.th/services/classes/exam/) \n\nขอให้โชคดีกับการสอบครับ!	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	131
ข้อมูลคณะ	มหาวิทยาลัยสงขลานครินทร์มีคณะหลากหลายครับ ✨\nคุณต้องการดู รายชื่อคณะทั้งหมด หรือ ตำแหน่งที่ตั้งของคณะ?	Editorial	system_metadata_qna_edited_manually:true	[]	False	[{"DisplayOrder":0,"QnaId":82,"Qna":null,"DisplayText":"📋รายชื่อคณะ"},{"DisplayOrder":0,"QnaId":114,"Qna":null,"DisplayText":"📍การนำทางไปยังคณะ"}]	132
